HTS,year,MFN_adval,MFN_specific,COL2_adval,COL2_specific,MFN_text,COL2_text,special_rate
3702.10.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.20.00,1989,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.20.00,1991,3.7000000000000006,0.0,25.0,0.0,3.7%  ,25%  ,False
3702.20.00,1992,3.7000000000000006,0.0,25.0,0.0,3.7%  ,25%  ,False
3702.20.00,1993,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.20.00,1994,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.20.00,1995,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.20.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.31.00,1989,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.31.00,1991,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.31.00,1992,3.7000000000000006,0.0,25.0,0.0,3.7%,25%,False
3702.31.00,1993,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.31.00,1994,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.31.00,1995,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.31.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7% ,25% ,False
3702.32.00,1989,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.32.00,1991,3.7000000000000006,0.0,25.0,0.0,3.7%  ,25%  ,False
3702.32.00,1992,3.7000000000000006,0.0,25.0,0.0,3.7%  ,25%  ,False
3702.32.00,1993,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.32.00,1994,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.32.00,1995,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.32.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1989,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1991,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1992,3.7000000000000006,0.0,25.0,0.0,3.7%  ,25%  ,False
3702.39.00,1993,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1994,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1995,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.39.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.41.00,1989,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.41.00,1991,3.7000000000000006,0.0,25.0,0.0,  3.7%,  25%,False
3702.41.00,1992,3.7000000000000006,0.0,25.0,0.0,  3.7%,  25%,False
3702.41.00,1993,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.41.00,1994,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.41.00,1995,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.41.00,1996,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.42.00,1989,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.42.00,1991,3.7000000000000006,0.0,25.0,0.0,  3.7%,  25%,False
3702.42.00,1992,3.7000000000000006,0.0,25.0,0.0,  3.7%,  25%,False
3702.42.00,1993,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.42.00,1994,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.42.00,1995,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.42.00,1996,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.43.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.43.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.43.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7%, 25%,False
3702.43.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.43.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.43.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.43.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.44.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.44.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.44.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7%  , 25%  ,False
3702.44.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.44.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.44.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.44.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.51.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.51.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.52.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.52.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7%  , 25%  ,False
3702.52.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7%  , 25%  ,False
3702.52.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.52.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.52.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.52.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7%   , 25%   ,False
3702.53.00,1989,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.53.00,1991,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.53.00,1992,3.7000000000000006,0.0,25.0,0.0,  3.7%  ,  25%  ,False
3702.53.00,1993,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.53.00,1994,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.53.00,1995,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.53.00,1996,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1989,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1991,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1992,3.7000000000000006,0.0,25.0,0.0,  3.7%  ,  25%  ,False
3702.54.00,1993,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1994,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1995,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.54.00,1996,3.7000000000000006,0.0,25.0,0.0,  3.7%   ,  25%   ,False
3702.55.00,1989,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1991,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1992,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1993,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1994,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1995,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.55.00,1996,0.0,0.0,0.0,0.38,  Free  ,  38¢/m  ,False
3702.56.00,1989,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1991,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1992,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1993,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1994,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1995,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.56.00,1996,0.0,0.0,0.0,0.38,Free    ,38¢/m    ,False
3702.91.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.91.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.91.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7%, 25%,False
3702.91.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.91.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.91.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.91.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.92.00,1989,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.92.00,1991,3.7000000000000006,0.0,25.0,0.0, 3.7%, 25%,False
3702.92.00,1992,3.7000000000000006,0.0,25.0,0.0, 3.7%, 25%,False
3702.92.00,1993,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.92.00,1994,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.92.00,1995,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.92.00,1996,3.7000000000000006,0.0,25.0,0.0, 3.7% , 25% ,False
3702.93.00,1989,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.93.00,1991,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.93.00,1992,3.7000000000000006,0.0,25.0,0.0,  3.7%,  25%,False
3702.93.00,1993,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.93.00,1994,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.93.00,1995,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.93.00,1996,3.7000000000000006,0.0,25.0,0.0,  3.7% ,  25% ,False
3702.94.00,1989,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1991,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1992,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1993,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1994,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1995,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.94.00,1996,0.0,0.0,0.0,0.38,  Free,  38¢/m,False
3702.95.00,1989,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3702.95.00,1991,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3702.95.00,1992,3.7000000000000006,0.0,25.0,0.0,3.7%   ,25%   ,False
3702.95.00,1993,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3702.95.00,1994,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3702.95.00,1995,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3702.95.00,1996,3.7000000000000006,0.0,25.0,0.0,3.7%    ,25%    ,False
3703.10.30,1989,3.7000000000000006,0.0,30.0,0.0,3.7%       ,30%       ,False
3703.10.30,1991,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.10.30,1992,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.10.30,1993,3.7000000000000006,0.0,30.0,0.0,3.7%       ,30%       ,False
3703.10.30,1994,3.7000000000000006,0.0,30.0,0.0,3.7%       ,30%       ,False
3703.10.30,1995,3.7000000000000006,0.0,30.0,0.0,3.7%       ,30%       ,False
3703.10.30,1996,3.7000000000000006,0.0,30.0,0.0,3.7%       ,30%       ,False
3703.10.60,1989,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.10.60,1991,3.1,0.0,30.0,0.0,3.1%,30%,False
3703.10.60,1992,3.1,0.0,30.0,0.0,3.1%,30%,False
3703.10.60,1993,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.10.60,1994,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.10.60,1995,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.10.60,1996,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.20.30,1989,3.7000000000000006,0.0,30.0,0.0,3.7%    ,30%    ,False
3703.20.30,1991,3.7000000000000006,0.0,30.0,0.0,3.7%   ,30%   ,False
3703.20.30,1992,3.7000000000000006,0.0,30.0,0.0,3.7%   ,30%   ,False
3703.20.30,1993,3.7000000000000006,0.0,30.0,0.0,3.7%    ,30%    ,False
3703.20.30,1994,3.7000000000000006,0.0,30.0,0.0,3.7%    ,30%    ,False
3703.20.30,1995,3.7000000000000006,0.0,30.0,0.0,3.7%    ,30%    ,False
3703.20.30,1996,3.7000000000000006,0.0,30.0,0.0,3.7%    ,30%    ,False
3703.20.60,1989,3.1,0.0,30.0,0.0,3.1%  ,30%  ,False
3703.20.60,1991,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.20.60,1992,3.1,0.0,30.0,0.0,3.1% ,30% ,False
3703.20.60,1993,3.1,0.0,30.0,0.0,3.1%  ,30%  ,False
3703.20.60,1994,3.1,0.0,30.0,0.0,3.1%  ,30%  ,False
3703.20.60,1995,3.1,0.0,30.0,0.0,3.1%  ,30%  ,False
3703.20.60,1996,3.1,0.0,30.0,0.0,3.1%  ,30%  ,False
3703.90.30,1989,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.30,1991,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.30,1992,3.7000000000000006,0.0,30.0,0.0,3.7%     ,30%     ,False
3703.90.30,1993,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.30,1994,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.30,1995,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.30,1996,3.7000000000000006,0.0,30.0,0.0,3.7%      ,30%      ,False
3703.90.60,1989,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3703.90.60,1991,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3703.90.60,1992,2.8,0.0,35.0,0.0,2.8%,35%,False
3703.90.60,1993,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3703.90.60,1994,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3703.90.60,1995,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3703.90.60,1996,2.8,0.0,35.0,0.0,2.8% ,35% ,False
3704.00.00,1989,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1991,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1992,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1993,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1994,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1995,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3704.00.00,1996,0.0,0.0,0.0,3.88, Free  , $3.88/m  ,False
3705.10.00,1989,0.0,0.0,25.0,0.0,Free,25%,False
3705.10.00,1991,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.10.00,1992,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.10.00,1993,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.10.00,1994,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.10.00,1995,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.10.00,1996,0.0,0.0,25.0,0.0,Free ,25% ,False
3705.20.00,1989,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.10,1991,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.10,1992,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.10,1993,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.10,1994,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.10,1995,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.10,1996,0.0,0.0,0.0,0.0,   Free,   Free,False
3705.20.50,1991,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.50,1992,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.50,1993,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.50,1994,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.50,1995,0.0,0.0,25.0,0.0,Free,25%,False
3705.20.50,1996,0.0,0.0,25.0,0.0,Free,25%,False
3705.90.00,1989,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1991,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1992,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1993,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1994,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1995,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3705.90.00,1996,0.0,0.0,0.0,0.0,Free    ,Free    ,False
3706.10.30,1989,0.0,0.0066,0.0,0.033,  0.66¢/m ,  3.3¢/m ,False
3706.10.30,1991,0.0,0.0066,0.0,0.033,  0.66¢/m ,  3.3¢/m ,False
3706.10.30,1992,0.0,0.0066,0.0,0.033,  0.66¢/m ,  3.3¢/m ,False
3706.10.30,1993,0.0,0.0066,0.0,0.033,  0.66¢/m ,  3.3¢/m ,False
3706.10.30,1994,0.0,0.0066,0.0,0.033,  0.66¢/m ,  3.3¢/m ,False
3706.10.30,1995,1.4,0.0,7.000000000000001,0.0,  1.4% ,  7% ,False
3706.10.30,1996,1.4,0.0,7.000000000000001,0.0,  1.4% ,  7% ,False
3706.10.60,1989,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1991,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1992,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1993,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1994,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1995,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.10.60,1996,0.0,0.0,0.0,0.1,Free    ,10¢/m    ,False
3706.90.00,1989,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1991,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1992,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1993,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1994,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1995,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3706.90.00,1996,0.0,0.0,0.0,0.1,Free       ,10¢/m       ,False
3707.10.00,1989,3.0,0.0,20.0,0.0,3%  ,20%  ,False
3707.10.00,1991,3.0,0.0,20.0,0.0,3% ,20% ,False
3707.10.00,1992,3.0,0.0,20.0,0.0,3% ,20% ,False
3707.10.00,1993,3.0,0.0,20.0,0.0,3%  ,20%  ,False
3707.10.00,1994,3.0,0.0,20.0,0.0,3%  ,20%  ,False
3707.10.00,1995,3.0,0.0,20.0,0.0,3%    ,20%    ,False
3707.10.00,1996,3.0,0.0,20.0,0.0,3%    ,20%    ,False
3707.90.30,1989,8.5,0.0,50.0,0.154, 8.5% , 15.4¢/kg + 50%,False
3707.90.30,1991,8.5,0.0,50.0,0.154, 8.5% , 15.4¢/kg + 50%,False
3707.90.30,1992,8.5,0.0,50.0,0.154, 8.5% , 15.4¢/kg + 50%,False
3707.90.30,1993,8.5,0.0,50.0,0.154, 8.5% , 15.4¢/kg + 50%,False
3707.90.30,1994,8.5,0.0,50.0,0.154, 8.5% , 15.4¢/kg + 50%,False
3707.90.31,1995,0.0,0.0,50.0,0.154,Free ,15.4¢/kg + 50%,False
3707.90.31,1996,0.0,0.0,50.0,0.154,Free ,15.4¢/kg + 50%,False
3707.90.32,1995,8.1,0.0,50.0,0.154,8.1%          ,15.4¢/kg + 50%         ,False
3707.90.32,1996,7.7,0.0,50.0,0.154,7.7%          ,15.4¢/kg + 50%         ,False
3707.90.60,1989,1.5,0.0,4.5,0.0,   1.5% ,   4.5% ,False
3707.90.60,1991,1.5,0.0,4.5,0.0,   1.5%,   4.5%,False
3707.90.60,1992,1.5,0.0,4.5,0.0,   1.5%,   4.5%,False
3707.90.60,1993,1.5,0.0,4.5,0.0,   1.5% ,   4.5% ,False
3707.90.60,1994,1.5,0.0,4.5,0.0,   1.5% ,   4.5% ,False
3707.90.60,1995,1.5,0.0,4.5,0.0,   1.5% ,   4.5% ,False
3707.90.60,1996,1.5,0.0,4.5,0.0,   1.5% ,   4.5% ,False
3801.10.10,1989,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1991,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1992,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1993,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1994,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1995,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.10,1996,3.7000000000000006,0.0,45.0,0.0,    3.7% ,    45% ,False
3801.10.50,1989,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1991,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1992,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1993,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1994,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1995,0.0,0.0,10.0,0.0,Free,10%,False
3801.10.50,1996,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1989,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1991,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1992,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1993,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1994,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1995,0.0,0.0,10.0,0.0,Free,10%,False
3801.20.00,1996,0.0,0.0,10.0,0.0,Free,10%,False
3801.30.00,1989,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1991,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1992,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1993,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1994,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1995,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.30.00,1996,4.9,0.0,30.0,0.0, 4.9% , 30% ,False
3801.90.00,1989,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1991,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1992,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1993,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1994,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1995,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3801.90.00,1996,4.9,0.0,45.0,0.0,4.9%    ,45%    ,False
3802.10.00,1989,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1991,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1992,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1993,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1994,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1995,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.10.00,1996,4.8,0.0,45.0,0.0,4.8%  ,45%  ,False
3802.90.10,1989,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1991,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1992,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1993,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1994,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1995,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.10,1996,5.8,0.0,20.0,0.0,5.8% ,20% ,False
3802.90.20,1989,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1991,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1992,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1993,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1994,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1995,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.20,1996,2.5,0.0,30.0,0.006,2.5% ,0.6¢/kg + 30%,False
3802.90.50,1989,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1991,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1992,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1993,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1994,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1995,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3802.90.50,1996,4.8,0.0,45.0,0.0,4.8% ,45% ,False
3803.00.00,1989,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1991,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1992,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1993,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1994,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1995,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3803.00.00,1996,0.0,0.0,20.0,0.0,Free    ,20%    ,False
3804.00.10,1989,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1991,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1992,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1993,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1994,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1995,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.10,1996,0.0,0.0,20.0,0.0,Free,20%,False
3804.00.50,1989,3.7000000000000006,0.0,25.0,0.0,3.7%       ,25%       ,False
3804.00.50,1991,3.7000000000000006,0.0,25.0,0.0,3.7%       ,25%       ,False
3804.00.50,1992,3.7000000000000006,0.0,25.0,0.0,3.7%       ,25%       ,False
